,city,IATA
3273,Sacramento,MHR
3274,Sokoto,SKO
3275,\N,HSG
3276,Saibai Island,SBR
3277,Saidpur,SPD
3278,Saidu Sharif,SDT
3279,Calvi,CLY
3280,Saint Cloud,STC
3281,Lyon,LYS
3282,Grenoble,GNB
3283,St. John,YSJ
3284,St. Louis,XLS
3285,Sainte Marie,SMS
3286,Fez,FEZ
3287,Sakon Nakhon,SNO
3288,Maroua,MVR
3289,Salalah,SLL
3290,Salamanca,SLM
3291,Rabat,RBA
3292,Salekhard,SLY
3293,Salerno,QSR
3294,Porto Alegre,POA
3295,Salina Cruz,SCX
3296,Salina,SLN
3297,Salisbury,SBY
3298,Salluit,YZG
3299,Salt Cay,SLX
3300,Salt Lake City,SLC
3301,Salta,SLA
3302,Carcassonne,CCF
3303,Salzburg,SZG
3304,Manado,MDC
3305,Samana,AZS
3306,Samara,KUF
3307,Samarkand,SKD
3308,Sambava,SVB
3309,Boca de Sábalo,SAX
3310,Samedan,SMV
3311,Samos,SMI
3312,Sampit-Borneo Island,SMQ
3313,Samsun,SZF
3314,Ko Samui,USM
3315,San Andros,SAQ
3316,San Angelo,SJT
3317,San Antonio,SVZ
3318,San Antonio,SAT
3319,San Carlos De Bariloch,BRC
3320,San Cristóbal,SCY
3321,San Diego,SAN
3322,Tremiti Islands,TQR
3323,\N,SFE
3324,San Fernando De Apure,SFD
3325,San Francisco,SFO
3326,San Julian,UAQ
3327,San Julian,ULA
3328,San Luis Obispo,SBP
3329,Ipiales,IPI
3330,San Luis,LUQ
3331,San Nicolas Island,NSI
3332,San Pedro,SPR
3333,San Pedro,SPY
3334,San Rafael,AFA
3335,Cockburn Town,ZSA
3336,San Sebastian,EAS
3337,San Tome,SOM
3338,Sanaa,SAH
3339,Sanandaj,SDG
3340,Sandakan,SDK
3341,Sanday,NDY
3342,Sandspit,YZP
3343,Sandy Lake,ZSJ
3344,Sanford ME,SFM
3345,\N,SGS
3346,Sangafa,EAE
3347,Montego Bay,MBJ
3348,Tetouan,TTU
3349,Sanikiluaq,YSK
3350,\N,SFQ
3351,Cartago,CRC
3352,Santa Barbara,STB
3353,Santa Barbara,SBA
3354,Santa Cruz/Graciosa Bay/Luova,SCZ
3355,Rio De Janeiro,STU
3356,Santa Cruz,RZA
3357,Santa Cruz,SRZ
3358,Santa Elena de Uairen,SNV
3359,Santa Fe,SAF
3360,Goiania,GYN
3361,Santa Maria,RIA
3362,Santa Maria,SMX
3363,Aracaju,AJU
3364,Santa Maria (island),SMA
3365,Santarem,STM
3366,Santa Rosa,SRA
3367,Santa Rosa,RSA
3368,Santa Teresita,SST
3369,Santander,SDR
3370,Santiago Del Estero,SDE
3371,Arauca,AUC
3372,Santiago,SCQ
3373,Santo Angelo,GEL
3374,\N,SON
3375,Santorini,JTR
3376,Rio De Janeiro,SDU
3377,Sao Jorge Island,SJZ
3378,Sao Jose Do Rio Preto,SJP
3379,Sao Vicente Island,VXE
3380,Sao Tome,TMS
3381,Pentecost Island,SSR
3382,Sarajevo,SJJ
3383,Saransk,SKX
3384,Sarasota,SRQ
3385,Sarh,SRH
3386,\N,SRY
3387,Karaganda,KGF
3388,Saskatoon,YXE
3389,Ruteng,RTG
3390,Satna,TNI
3391,Satu Mare,SUJ
3392,Santa Fe,SFN
3393,Sault Sainte Marie,YAM
3394,Saurimo,VHC
3395,Savannah,SAV
3396,Savannakhet,ZVK
3397,Gothenborg,GSE
3398,Savonlinna,SVL
3399,Savusavu,SVU
3400,Marquette,MQT
3401,\N,GXF
3402,San Luis,SPB
3403,Scatsta,SDZ
3404,Schefferville,YKL
3405,Amsterdam,AMS
3406,Galveston,GLS
3407,Berlin,SXF
3408,Vienna,VIE
3409,Parchim,SZW
3410,Belleville,BLV
3411,Tel-aviv,SDV
3412,Seattle,SEA
3413,Sebha,SEB
3414,Sedona,SDX
3415,Muscat,MCT
3416,Sehwan Sharif,SYW
3417,Seinäjoki / Ilmajoki,SJY
3418,Mataram,AMI
3419,Selebi-phikwe,PKW
3420,Singapore,XSP
3421,Mount Clemens,MTC
3422,Selibabi,SEY
3423,Semey,DLX
3424,Semiplatinsk,PLX
3425,Petrolina,PNZ
3426,Teresina,THE
3427,Sendai,SDJ
3428,Senggeh-Papua Island,SEH
3429,Bamako,BKO
3430,Jayapura,DJJ
3431,Seo De Urgel,LEU
3432,Seoul East,SSN
3433,Balikpapan,BPN
3434,Sept-iles,YZV
3435,Seronera,SEU
3436,Sevilla,SVQ
3437,Mahe,SEZ
3438,Goldsboro,GSB
3439,Galapagos,GPS
3440,Chittagong,CGP
3441,Rajshahi,RJH
3442,Bakhtaran,KSH
3443,Masjed Soleiman,QMJ
3444,Shakawe,SWX
3445,Shamattawa,ZTM
3446,Chinmen,KNH
3447,Shannon,SNN
3448,Sharjah,SHJ
3449,\N,DNM
3450,Sharm El Sheikh,SSH
3451,Sharurah,SHW
3452,Sumter,SSC
3453,Halifax,YAW
3454,Rahim Yar Khan,RYK
3455,Shenyang,SHE
3456,Wichita Falls,SPS
3457,Bonthe,BTE
3458,Sherbrooke,YSC
3459,Moscow,SVO
3460,Sheridan,SHR
3461,Fort Leavenworth,FLV
3462,Shijiazhuang,SJW
3463,Shilavo,HIL
3464,Shillong,SHL
3465,Shimojishima,SHI
3466,Shinyanga,SHY
3467,Shiraz,SYZ
3468,Shire Indasilase,SHC
3469,Sholapur,SSE
3470,\N,SYO
3471,Shoreham By Sea,ESH
3472,Stavropol,STW
3473,Shreveport,SHV
3474,Chengdu,CTU
3475,Linyi,LYI
3476,Chimkent,CIT
3477,Siauliai,SQQ
3478,Sibiu,SBZ
3479,Sibu,SBW
3480,Touggourt,TGR
3481,Siem-reap,REP
3482,Manzanillo,MZO
3483,Fort Huachuca,FHU
3484,Siglufjordur,SIJ
3485,Sigonella,NSY
3486,Sihanukville,KOS
3487,Silchar,IXS
3488,Asuncion,ASU
3489,Simao,SYM
3490,Simara,SIF
3491,Simferopol,SIP
3492,Simikot,IMK
3493,Caracas,CCS
3494,Santa Marta,SMR
3495,Singapore,SIN
3496,Sintang-Borneo Island,SQG
3497,Sion,SIR
3498,Sioux Falls,FSD
3499,Sioux City,SUX
3500,Sioux Lookout,YXL
3501,Plaisance,MRU
3502,Gaberone,GBE
3503,Sishen,SIS
3504,Sisimiut,JHS
3505,Sitia,JSH
3506,Sitka,SIT
3507,Sittwe,AKY
3508,Sivas,VAS
3509,Stokmarknes,SKN
3510,Skagway,SGY
3511,Skardu,KDU
3512,Stockholm,NYO
3513,Skelleftea,SFT
3514,Skiros,SKU
3515,Skopje,SKP
3516,Skovde,KVB
3517,Skrydstrup,SKS
3518,Skukuza,SZK
3519,Slave Lake,YZH
3520,Sliac,SLD
3521,Sligo,SXL
3522,Williston,ISN
3523,Smara,SMW
3524,Fort Wayne IN,SMD
3525,Winston-salem,INT
3526,Smithers,YYD
3527,Everett,PAE
3528,Soalala,DWB
3529,Sochi,AER
3530,Socotra,SCT
3531,Sodankyla,SOT
3532,Jakarta,CGK
3533,\N,SSB
3534,Soesterberg,UTC
3535,Sofia,SOF
3536,Sogndal,SOG
3537,Sokch'o,SHO
3538,Magadan,GDX
3539,Sola,SLH
3540,Stavanger,SVG
3541,Solenzara,SOZ
3542,Solovetsky Islands,CSH
3543,Solwesi,SLI
3544,Palma de Mallorca,PMI
3545,Soenderborg,SGD
3546,Norden,NOE
3547,Sondrestrom,SFJ
3548,\N,SOJ
3549,Sorocaba,SOD
3550,Soroti,SRT
3551,Stord,SRP
3552,Niort,NIT
3553,Chania,CHQ
3554,Bejaja,BJA
3555,El Dorado,ELD
3556,South Bend,SBN
3557,Alice Town,BIM
3558,South Caicos,XSC
3559,Southampton,SOU
3560,Southdowns,KIW
3561,Burlington,BRL
3562,Beaumont,BPT
3563,Southend,SEN
3564,Victorville,VCV
3565,Portage-la-prairie,YPG
3566,Malekula Island,SWJ
3567,Fort Myers,RSW
3568,Albany,ABY
3569,North Bend,OTH
3570,Sovetskiy,OVS
3571,Soyo,SZA
3572,Spangdahlem,SPM
3573,Sparrevohn,SVW
3574,Speyer,ZQC
3575,Novokuznetsk,NOZ
3576,Split,SPU
3577,Spokane,GEG
3578,Spring Point,AXP
3579,Springbok,SBU
3580,Springfield,SGF
3581,Srinagar,SXR
3582,Rochefort,RCO
3583,Enniskillen,ENK
3584,St. Anthony,YAY
3585,St. Catherine,SKV
3586,Port Huron,PHN
3587,St.-denis,RUN
3588,Altenrhein,ACH
3589,Deauville,DOL
3590,\N,SGO
3591,Saint George,SGU
3592,Point Barrow,PBV
3593,Montreal,YHU
3594,Rennes,RNS
3595,St. Jean,YJN
3596,St. John's,YYT
3597,Newquai,NQY
3598,St. Paul Island,SNP
3599,St. Petersburg,PIE
3600,St Petersburg,PSG
3601,St.-pierre,ZSE
3602,St.-pierre,FSP
3603,St-François,SFC
3604,St. Lewis,YFX
3605,St. Theresa Point,YST
3606,Laut Island,KBU
3607,Stanley,PSY
3608,London,STN
3609,Rybinsk,RYB
3610,Stauning,STA
3611,Suceava,SCV
3612,Stella Maris,SML
3613,Breckenridge,BKD
3614,Stephenville,YJT
3615,Newburgh,SWF
3616,Stockton,SCK
3617,Sandnessjoen,SSJ
3618,Stony Rapids,YSF
3619,Stornoway,SYY
3620,\N,SQO
3621,Wroclaw,WRO
3622,\N,SRN
3623,Nizhniy Novgorod,GOJ
3624,Stronsay,SOY
3625,Malmoe,MMX
3626,Stuttgart,ZWS
3627,Stuttgart,STR
3628,Suavanao,VAO
3629,San Felipe,SFH
3630,Olongapo City,SFS
3631,Figari,FSC
3632,Sudbury,YSB
3633,Sugar Land,SGR
3634,Sui,SUL
3635,Sukhothai,THS
3636,Suki,SKC
3637,Sukkur,SKZ
3638,Sulayel,SLF
3639,Sulaymaniyah,OSO
3640,Kuala Lumpur,SZB
3641,Alor Setar,AOR
3642,Ipoh,IPH
3643,Ternate,TTE
3644,Banda Aceh,BTJ
3645,Kota Bahru,KBR
3646,Johor Bahru,JHB
3647,Palembang,PLM
3648,Kuala Terengganu,TGG
3649,Pekanbaru,PKU
3650,Jambi,DJB
3651,Sumbawa Island,SWQ
3652,Sumbawa,SWG
3653,Sumburgh,LSI
3654,Summer Beaver,SUR
3655,Summerside,YSU
3656,Sundsvall,SDL
3657,Taipei,TSA
3658,Sunyani,NYI
3659,Pontianak,PNK
3660,Surat Thani,URT
3661,Surat,STV
3662,Surgut,SGC
3663,\N,SUG
3664,Surkhet,SKH
3665,Sintang,SQC
3666,Bangkok,BKK
3667,Vardø,VAW
3668,Sveg,EVG
3669,Svolvær,SVJ
3670,Swakopmund,SWP
3671,Swan River,ZJN
3672,Swansea,SWS
3673,Swift Current,YYN
3674,Banjarmasin,BDJ
3675,Sydney,BWU
3676,Sydney,SYD
3677,Sydney,YQY
3678,Syktyvkar,SCW
3679,Syracuse,SYR
3680,Syros Island,JSY
3681,Sármellék,SOB
3682,Taba,TCP
3683,Tabatinga,TBT
3684,Padang,PDG
3685,Tabiteuea North,TBF
3686,Tabora,TBO
3687,Tabriz,TBZ
3688,Tabubil,TBG
3689,Tabuk,TUU
3690,Tachilek,THL
3691,Aitape,ATP
3692,Oran,TAF
3693,Tagbilaran,TAG
3694,Tahoua,THZ
3695,Shalu,RMQ
3696,Taif,TIF
3697,Tainan,TNN
3698,Harbin,HRB
3699,Taiz,TAI
3700,Poza Rico,PAZ
3701,Takamatsu,TAK
3702,Takapoto,TKP
3703,Takaroa,TKX
3704,Takoradi,TKD
3705,Arkhangelsk,ARH
3706,Badajoz,BJZ
3707,Talhar,BDN
3708,Talkeetna,TKA
3709,Tallahassee,TLH
3710,Tallinn-ulemiste International,TLL
3711,Spence Bay,YYH
3712,Tamale,TML
3713,Tamanrasset,TMR
3714,Tambacounda,TUD
3715,Tambohorano,WTA
3716,Waikabubak-Sumba Island,TMC
3717,Tame,TME
3718,Tampa,TPA
3719,Tampere,TMP
3720,Tamuin,TSL
3721,Tamworth,TMW
3722,Belo Horizonte,CNF
3723,\N,TDG
3724,Tandil,TDL
3725,Tanga,TGT
3726,Tanjung Selor-Borneo Island,TJS
3727,Tanna,TAH
3728,Ho Chi Minh City,SGN
3729,Taipei,TPE
3730,Tapachula,TAP
3731,Taplejung,TPJ
3732,Taramajima,TRA
3733,Tarapacá,TCD
3734,Tarapoa,TPC
3735,Vilefrance,XVF
3736,Dzhambul,DMB
3737,Tari,TIZ
3738,Tartu-ulenurme,TAY
3739,Tatalina,TLJ
3740,Poprad,TAT
3741,Taupo,TUO
3742,Tauranga,TRG
3743,Baia Mare,BAY
3744,Dole,DLE
3745,Paama Island,PBJ
3746,Tawau,TWU
3747,Tbilisi,TBS
3748,Tchibanga,TCH
3749,Anchorage,ANC
3750,Tefe,TFF
3751,Berlin,TXL
3752,Tehuacan,TCN
3753,Tela,TEA
3754,Telluride,TEX
3755,Samarinda,SRI
3756,Berlin,THF
3757,Uberlandia,UDI
3758,Tenerife,TFN
3759,Tenerife,TFS
3760,Cuzco,CUZ
3761,Tucuman,TUC
3762,Tulcan,TUA
3763,Chimbote,CHM
3764,Coyhaique,GXQ
3765,Tennant Creek,TCA
3766,Tepic,TPQ
3767,Termez,TMJ
3768,Terrace,YXT
3769,Roadtown/beef Island,EIS
3770,Terre Haute,HUF
3771,Teslin,YZW
3772,Tete,TET
3773,Teterboro,TEB
3774,Texada,YGB
3775,Texarkana,TXK
3776,Beer-sheba,BEV
3777,\N,TEZ
3778,Thamkharka,TMK
3779,Thandwe,SNW
3780,Biloela,THG
3781,\N,XTG
3782,The Pas,YQD
3783,Providence,PVD
3784,Trivandrum,TRV
3785,Thisted,TED
3786,Thompson,YTH
3787,Thorshofn,THO
3788,Thule,THU
3789,Thumrait,TTH
3790,Thunder Bay,YQT
3791,Sfax,SFA
3792,Wuhan,WUH
3793,Tidjikja,TIY
3794,Tiga,TGJ
3795,Tikehau,TIH
3796,Tiko,TKC
3797,Tiksi,IKS
3798,Beauvais,BVA
3799,Timaru,TIU
3800,Timimoun,TMX
3801,Earlton,YXR
3802,Timmins,YTS
3803,Tindouf,TIN
3804,Oklahoma City,TIK
3805,Kingston,KTP
3806,Tippi,TIE
3807,Fort Meade,FME
3808,Tirana,TIA
3809,Tiree,TRE
3810,Tiruchchirappalli,TRZ
3811,Tirupeti,TIR
3812,Djanet,DJG
3813,Tivat,TIV
3814,Palangkaraya,PKY
3815,Tlaxcala,TXA
3816,Toamasina,TMM
3817,San Jose,SYQ
3818,Panama City,PTY
3819,Tofino,YAZ
3820,\N,RAB
3821,Tokunoshima,TKN
3822,Tokushima,TKS
3823,Tokyo,HND
3824,Tolagnaro,FTU
3825,Toledo,TOW
3826,Toledo,TOL
3827,Toliara,TLE
3828,Novosibirsk,OVB
3829,Tomanggong,TMG
3830,Tombouctou,TOM
3831,Tomsk,TOF
3832,Tegucigalpa,TGU
3833,Tongliao,TGO
3834,Tongoa Island,TGH
3835,Tonopah,TNX
3836,Torino,TRN
3837,Torp,TRF
3838,Madrid,TOJ
3839,Torreon,TRC
3840,Loh/Linua,TOH
3841,\N,TYF
3842,Tortoli,TTB
3843,Totegegie,GMR
3844,Tottori,TTJ
3845,Adrar,AZR
3846,Touho,TOU
3847,Toulon/Hyères/Le Palyvestre,XHE
3848,Port-au-prince,PAP
3849,Toussous-le-noble,TNF
3850,Townsville,TSV
3851,Toyama,TOY
3852,Trabzon,TZX
3853,Timisoara,TSR
3854,Trang,TST
3855,Tirgu Mures,TGM
3856,Trapani,TPS
3857,Trat,TDX
3858,Fairfield,SUU
3859,Treasure Cay,TCB
3860,Trenton,TTN
3861,Trenton,YTR
3862,Puerto Asis,PUU
3863,Treviso,TSF
3864,Pasco,PSC
3865,Huntington,HTS
3866,BRISTOL,TRI
3867,Kathmandu,KTM
3868,Trier,ZQF
3869,Tripoli,TIP
3870,Trollhattan,THN
3871,Truth Or Consequences,TCS
3872,Can Tho,VCA
3873,Tsaratanana,TTS
3874,Tshikapa,TSH
3875,Matadi,MAT
3876,Tsiroanomandidy,WTS
3877,Waco,CNW
3878,Tsushima,TSJ
3879,Trinidad,TDD
3880,Puerto Suarez,PSZ
3881,Tubuai,TUB
3882,Tucson,TUS
3883,Tucumcari,TCC
3884,Tucupita,TUV
3885,Tucurui,TUR
3886,Tufi,TFI
3887,\N,TUG
3888,Tuktoyaktuk,YUB
3889,Tulita,ZFN
3890,Tulsa,TUL
3891,Dang,DNP
3892,Tumling Tar,TMI
3893,Cilacap,CXP
3894,Huangshan,TXN
3895,Tupelo,TUP
3896,Turaif,TUI
3897,Turany,BRQ
3898,Turbat,TUK
3899,Turbo,TRB
3900,Turkmenabat,CRZ
3901,Krasnovodsk,KRW
3902,Turku,TKU
3903,Tuscaloosa AL,TCL
3904,New Haven,HVN
3905,Enschede,ENS
3906,Twenty Nine Palms,NXP
3907,Tyler,TYR
3908,Panama City,PAM
3909,Tzaneen,LTA
3910,Tête-à-la-Baleine,ZTB
3911,Pattaya,UTP
3912,Ua Huka,UAH
3913,Ua Pou,UAP
3914,Ubari,QUB
3915,Uberaba,UBA
3916,Ubon Ratchathani,UBP
3917,Udaipur,UDR
3918,Udon Thani,UTH
3919,Ufa,UFA
3920,Anadyr,DYR
3921,Uige,UGO
3922,Ujae Atoll,UJE
3923,Ukhta,UCT
3924,Ulanhot,HLH
3925,Ulsan,USN
3926,Holman Island,YHI
3927,Ulyanovsk,ULY
3928,Ambryn Island,ULB
3929,Umea,UME
3930,Umiujaq,YUD
3931,Unalaska,DUT
3932,Union Island,UNI
3933,State College Pennsylvania,SCE
3934,Upernavik,JUV
3935,Upington,UTN
3936,Opolu,UPP
3937,Uraj,URJ
3938,Uralsk,URA
3939,Uranium City,YBE
3940,Urgench,UGC
3941,\N,OMH
3942,Atoifi,ATD
3943,\N,USQ
3944,Ushuaia,USH
3945,Ipatinga,IPN
3946,Usinsk,USK
3947,Ust Kamenogorsk,UKK
3948,Ust Ilimsk,UIK
3949,Utila,UII
3950,Utirik Island,UTK
3951,Utti,QVY
3952,Makhachkala,MCX
3953,\N,UDJ
3954,Haskovo,HKV
3955,Antigua,ANU
3956,Vaasa,VAA
3957,Baroda,BDQ
3958,Trondheim,TRD
3959,Vagar,FAE
3960,Val D'or,YVO
3961,Belem,BEL
3962,Tours,TUF
3963,Honningsvag,HVG
3964,Valdez,VDZ
3965,Valdosta,VLD
3966,Valencia,VLC
3967,Valesdir,VLS
3968,Valkenburg,LID
3969,Valladolid,VLL
3970,Valle De La Pascua,VDP
3971,Los Mochis,LMM
3972,Rouen,URO
3973,Harlingen,HRL
3974,Van Nuys,VNY
3975,Van,VAN
3976,Enid,END
3977,\N,NEV
3978,Vancouver,CXH
3979,\N,YHC
3980,Vancouver,YVR
3981,Lompoc,VBG
3982,Villavicencio,VVC
3983,\N,VAI
3984,Vanua Balavu,VBV
3985,Varanasi,VNS
3986,Varkaus,VRK
3987,Varna,VAR
3988,Vasteras,VST
3989,Vava'u,VAV
3990,Venice,VCE
3991,Ventspils,VTS
3992,Ventspils,VNT
3993,Juist,JUI
3994,Vermillion,YVG
3995,Vero Beach,VRB
3996,Vestmannaeyjar,VEY
3997,Beziers,BZR
3998,Vicenza,VIC
3999,Victoria Falls,VFA
4000,Victoria,YWH
4001,Victoria,YYJ
4002,Victoria,VCT
4003,\N,VCD
4004,Vigo,VGO
4005,Alesund,AES
4006,Vijayawada,VGA
4007,Vila Real,VRL
4008,Vilankulu,VNX
4009,Vilhelmina,VHM
4010,Vilhena,BVH
4011,Villa Dolores,VDR
4012,Villa Gesell,VLG
4013,Villafranca,VRN
4014,Vilnius,VNO
4015,Cayo,CYO
4016,\N,VII
4017,Virac,VRC
4018,Campinas,CPQ
4019,Campinas,VCP
4020,Spanish Town,VIJ
4021,Durban,VIR
4022,Santa Cruz,VVI
4023,Visby,VBY
4024,Vishakhapatnam,VTZ
4025,Vitebsk,VTB
4026,Vitoria,VIT
4027,Anapa,AAQ
4028,Vitória Da Conquista,VDC
4029,Moscow,VKO
4030,Vohemar,VOH
4031,Vopnafjörður,VPN
4032,Vorkuta,VKT
4033,Vryburg,VRU
4034,Vunisea,KDV
4035,Værøy,VRY
4036,Wabush,YWK
4037,Waco,ACT
4038,Waddington,WTN
4039,\N,EWD
4040,Wagga Wagga,WGA
4041,Maumere,MOF
4042,Shantou,SWA
4043,Kamuela,MUE
4044,Fort Wainwright,K03
4045,Wajir,WJR
4046,Wakkanai,WKJ
4047,New York,JRB
4048,Walla Walla,ALW
4049,The Valley,AXA
4050,Wallis,WLS
4051,Wallops Island,WAL
4052,Barrow Island,BWF
4053,Wamena,WMX
4054,Wanaka,WKA
4055,Wang An,WOT
4056,Wanganui,WAG
4057,Wanxian,WXN
4058,\N,WBM
4059,Sue Islet,SYU
4060,Tanjung-Borneo Island,TJG
4061,Washington,IAD
4062,Waskaganish,YKQ
4063,Waterford,WAT
4064,Waterloo,ALO
4065,Waterloo,YKF
4066,Watertown,ART
4067,Watertown,ATY
4068,Watson Lake,YQH
4069,Vientiane,VTE
4070,Chicago,UGN
4071,Fort Leonardwood,TBN
4072,Webequie,YWP
4073,Weifang,WEF
4074,Weihai,WEH
4075,Weipa,WEI
4076,Wejh,EJH
4077,Welkom,WEL
4078,Wellington,WLG
4079,Wemindji,YNC
4080,Wendover,ENV
4081,Wenzhou,WNZ
4082,Houston,IWS
4083,White Plains,HPN
4084,Westerland,GWT
4085,Scottsbluff,BFF
4086,Leixlip,WST
4087,Chicopee Falls,CEF
4088,Westport,WSZ
4089,Westray,WRY
4090,Kortrijk-vevelgem,QKT
4091,Wewak,WWK
4092,Whakatane,WHK
4093,Whale Cove,YXN
4094,Whangarei,WRE
4095,Whatì,YLE
4096,Wheeler Afb.,HHI
4097,Fort Drum,GTB
4098,Whidbey Island,NUW
4099,Whistler,YWS
4100,Whitecourt,YZU
4101,Whitehorse,YXY
4102,Knobnoster,SZL
4103,Milton,NSE
4104,Whyalla,WYA
4105,Wiarton,YVV
4106,Wichita,ICT
4107,Wick,WIC
4108,Barrow,BRW
4109,Wilhelmshaven,WVN
4110,Scranton,AVP
4111,Oklahoma City,OKC
4112,Houston,HOU
4113,Port Angeles,CLM
4114,Williams Harbour,YWM
4115,Williams Lake,YWL
4116,Williamsport,IPT
4117,Willow Grove,NXX
4118,Detroit,YIP
4119,Wilmington,ILM
4120,\N,WUN
4121,Windhoek,WDH
4122,\N,WNR
4123,Windsor,YQG
4124,Wink,INK
4125,Winnipeg,YWG
4126,Winnipeg,YAV
4127,\N,WIN
4128,Wipim,WPM
4129,\N,WRZ
4130,Woensdrecht,WOE
4131,Klagenfurt,KLU
4132,Majuro Atoll,WJA
4133,Glasgow,GGW
4134,Wollaston Lake,ZWL
4135,\N,WOL
4136,Kendari,KDI
4137,Pretoria,PRY
4138,\N,WJU
4139,Woodbourne,BHE
4140,Woomera,UMR
4141,Worland,WRL
4142,Wotho Island,WTO
4143,Wotje Atoll,WTE
4144,Wrangell,WRG
4145,Wright,LHW
4146,Dayton,FFO
4147,Wrigley,YWY
4148,Kunming,KMG
4149,Wunnumin Lake,WNN
4150,Taiyuan,TYN
4151,Wuxi,WUX
4152,Nanning,NNG
4153,Burnie,BWT
4154,Xangongo,XGN
4155,Gozo,GZM
4156,Xiangfan,XFN
4157,Xi'an,XIY
4158,Hangzhou,HGH
4159,Phon Savan,XKH
4160,Xilinhot,XIL
4161,Xining,XNN
4162,Zhengzhou,CGO
4163,Oaxaca,OAX
4164,Xuzhou,XUZ
4165,Yacuiba,BYC
4166,Yakima,YKM
4167,Jos,JOS
4168,Yakushima,KUM
4169,Yakutsk,YKS
4170,Yam Island,XMY
4171,Yamagata,GAJ
4172,Yamaguchi,UBJ
4173,Yamoussoukro,ASK
4174,Hayden,HDN
4175,Yan'an,ENY
4176,Yancheng,YNZ
4177,Yangon,RGN
4178,Sokcho / Gangneung,YNY
4179,\N,YNJ
4180,Yaounde,YAO
4181,Yap,YAP
4182,Barrancabermeja,EJA
4183,Gaza,GZA
4184,Yazd,AZD
4185,Charleston,CRW
4186,Yechon,YEC
4187,Petropavlovsk,PKC
4188,Yellowknife,YZF
4189,Cody,COD
4190,Yenbo,YNB
4191,Yeniseysk,EIE
4192,Yeosu,RSU
4193,Yeovilton,YEO
4194,Yibin,YBP
4195,Yichang,YIH
4196,Yinchuan,INC
4197,Yining,YIN
4198,Yiwu,YIW
4199,Yokota,OKO
4200,Yola,YOL
4201,Yonaguni Jima,OGN
4202,York Landing,ZAC
4203,Yorke Island,OKR
4204,Yorkton,YQV
4205,Yoron,RNJ
4206,Yoshkar-Ola,JOK
4207,Youngstown,YNG
4208,Yulin,UYN
4209,Yuma,YUM
4210,Ivanovo,IWA
4211,Tashkent,TAS
4212,Zadar,ZAD
4213,Zagreb,ZAG
4214,Zahedan,ZAH
4215,Zamboanga,ZAM
4216,Zamora,ZMM
4217,Zanzibar,ZNZ
4218,\N,OZH
4219,Zaragoza,ZAZ
4220,Zaria,ZAR
4221,Djerba,DJE
4222,Tlemcen,TLM
4223,Zhanjiang,ZHA
4224,Zhaotong,ZAT
4225,Zhezkazgan,DZN
4226,Dzhezkazgan,DZH
4227,Zhob,PZH
4228,Lanzhou,ZGC
4229,Zhoushan,HSN
4230,Dalian,DLC
4231,Zhuhai,ZUH
4232,Kiev,IEV
4233,Dhaka,DAC
4234,Ziguinchor,ZIG
4235,Zinder,ZND
4236,Paramaribo,ORG
4237,Maceio,MCZ
4238,Zurich,ZRH
4239,Yerevan,EVN
4240,Ängelholm,AGH
4241,Île d'Yeu,IDY
4242,\N,ILP
4243,Östersund,OSD
4244,Łódź,LCJ
4245,Žilina,ILZ
